"","STATE","COUNTYNAME","param"
"600","ID","Payette County",1.90817870324064e-05
"601","ID","Power County",2.00663446892151e-05
"602","ID","Shoshone County",2.36471362894599e-05
"603","ID","Teton County",1.56709254833445e-05
"604","ID","Twin Falls County",1.9923942889947e-05
"605","ID","Valley County",1.41683640609672e-05
"606","ID","Washington County",2.36753192014745e-05
"607","IL","Illinois",1.33946375082653e-05
"608","IL","Adams County",1.75861574510765e-05
"609","IL","Alexander County",2.7240871206606e-05
"610","IL","Bond County",1.9232979422786e-05
"611","IL","Boone County",1.5760743790809e-05
"612","IL","Brown County",1.86719998760183e-05
"613","IL","Bureau County",1.85291054172897e-05
"614","IL","Calhoun County",1.84695275980887e-05
"615","IL","Carroll County",1.89402754006866e-05
"616","IL","Cass County",2.13170292969046e-05
"617","IL","Champaign County",1.54709663409405e-05
"618","IL","Christian County",1.92637510004035e-05
"619","IL","Clark County",1.82649188721738e-05
"620","IL","Clay County",2.2079543590343e-05
"621","IL","Clinton County",1.52560861567414e-05
"622","IL","Coles County",1.93004420685307e-05
"623","IL","Cook County",1.28886856106338e-05
"624","IL","Crawford County",1.85648406434229e-05
"625","IL","Cumberland County",1.99017377233854e-05
"626","IL","DeKalb County",1.71995979409071e-05
"627","IL","De Witt County",1.75954777697763e-05
"628","IL","Douglas County",1.86286967820493e-05
"629","IL","DuPage County",1.0197034566775e-05
"630","IL","Edgar County",2.07660818840503e-05
"631","IL","Edwards County",2.03138462571206e-05
"632","IL","Effingham County",1.60051556278302e-05
"633","IL","Fayette County",2.07106843706458e-05
"634","IL","Ford County",1.79970899250908e-05
"635","IL","Franklin County",2.20451174023055e-05
"636","IL","Fulton County",2.03599934806783e-05
"637","IL","Gallatin County",2.03712002090659e-05
"638","IL","Greene County",2.18573311685662e-05
"639","IL","Grundy County",1.45047739999617e-05
"640","IL","Hamilton County",2.09030212596087e-05
"641","IL","Hancock County",1.93395853754403e-05
"642","IL","Hardin County",2.17938448292887e-05
"643","IL","Henderson County",2.07543459561879e-05
"644","IL","Henry County",1.72947800190861e-05
"645","IL","Iroquois County",1.95611119593554e-05
"646","IL","Jackson County",1.94366755937103e-05
"647","IL","Jasper County",1.97231221227028e-05
"648","IL","Jefferson County",2.02006054966763e-05
"649","IL","Jersey County",1.79852742455761e-05
"650","IL","Jo Daviess County",1.56738818348552e-05
"651","IL","Johnson County",1.97025206715302e-05
"652","IL","Kane County",1.33331578444242e-05
"653","IL","Kankakee County",1.75056492593336e-05
"654","IL","Kendall County",1.36765043869492e-05
"655","IL","Knox County",1.97449691081792e-05
"656","IL","Lake County",9.21318578493405e-06
"657","IL","LaSalle County",1.75708331715728e-05
"658","IL","Lawrence County",2.08573968842264e-05
"659","IL","Lee County",1.84633838150974e-05
"660","IL","Livingston County",1.80294125708875e-05
"661","IL","Logan County",1.86203477904714e-05
"662","IL","McDonough County",1.90354875892657e-05
"663","IL","McHenry County",1.33268447075938e-05
"664","IL","McLean County",1.36768838842873e-05
"665","IL","Macon County",1.75294995342681e-05
"666","IL","Macoupin County",1.91121554100808e-05
"667","IL","Madison County",1.61341545965201e-05
"668","IL","Marion County",2.19130055845804e-05
"669","IL","Marshall County",1.82493488662272e-05
"670","IL","Mason County",2.03582404202205e-05
"671","IL","Massac County",2.15806522813281e-05
"672","IL","Menard County",1.60562851381681e-05
"673","IL","Mercer County",1.78999101224574e-05
"674","IL","Monroe County",1.28613556366057e-05
"675","IL","Montgomery County",1.88366032449871e-05
"676","IL","Morgan County",1.8644785769157e-05
"677","IL","Moultrie County",1.66384269179258e-05
"678","IL","Ogle County",1.65633246189052e-05
"679","IL","Peoria County",1.49525812525723e-05
"680","IL","Perry County",2.06353707789453e-05
"681","IL","Piatt County",1.49322109842517e-05
"682","IL","Pike County",1.9597158175265e-05
"683","IL","Pope County",2.18646439094773e-05
"684","IL","Pulaski County",2.40384715304625e-05
"685","IL","Putnam County",1.67872463634979e-05
"686","IL","Randolph County",1.93229491406353e-05
"687","IL","Richland County",2.10299796456187e-05
"688","IL","Rock Island County",1.84828496908889e-05
"689","IL","St. Clair County",1.7318115608967e-05
"690","IL","Saline County",2.05872040315401e-05
"691","IL","Sangamon County",1.47159069706761e-05
"692","IL","Schuyler County",2.04234510261551e-05
"693","IL","Scott County",1.95715158543394e-05
"694","IL","Shelby County",1.93731172336637e-05
"695","IL","Stark County",1.97495336765109e-05
"696","IL","Stephenson County",1.99137707165713e-05
"697","IL","Tazewell County",1.54238934146335e-05
"698","IL","Union County",2.00338740035913e-05
"699","IL","Vermilion County",2.1293812524748e-05
"700","IL","Wabash County",1.74060203746563e-05
"701","IL","Warren County",2.00864718161984e-05
"702","IL","Washington County",1.67920256334109e-05
"703","IL","Wayne County",2.08506258111313e-05
"704","IL","White County",1.92083846169131e-05
"705","IL","Whiteside County",1.95944766813814e-05
"706","IL","Will County",1.33846546918419e-05
"707","IL","Williamson County",1.88819104152439e-05
"708","IL","Winnebago County",1.82631093666146e-05
"709","IL","Woodford County",1.36643763457911e-05
"710","IN","Indiana",1.7087626198294e-05
"711","IN","Adams County",2.02458248923491e-05
"712","IN","Allen County",1.57415117808279e-05
"713","IN","Bartholomew County",1.46930384422768e-05
"714","IN","Benton County",2.16267801981968e-05
"715","IN","Blackford County",2.33026626288145e-05
"716","IN","Boone County",9.63707249213964e-06
"717","IN","Brown County",1.79778612878169e-05
"718","IN","Carroll County",1.96022723264947e-05
"719","IN","Cass County",2.18113269837546e-05
"720","IN","Clark County",1.90561559461858e-05
"721","IN","Clay County",2.13549115162905e-05
"722","IN","Clinton County",2.15928022408706e-05
"723","IN","Crawford County",2.43545913179879e-05
"724","IN","Daviess County",2.0064162185381e-05
"725","IN","Dearborn County",1.69919272816696e-05
"726","IN","Decatur County",1.98561617015613e-05
"727","IN","DeKalb County",1.90307860664923e-05
"728","IN","Delaware County",2.11992328144275e-05
"729","IN","Dubois County",1.63759352504745e-05
"730","IN","Elkhart County",1.62438940517383e-05
"731","IN","Fayette County",2.34064937133903e-05
"732","IN","Floyd County",1.4953193633013e-05
"733","IN","Fountain County",2.14192740269511e-05
"734","IN","Franklin County",1.72871368776548e-05
"735","IN","Fulton County",2.05651656274261e-05
"736","IN","Gibson County",1.86375726532544e-05
"737","IN","Grant County",2.24300079885703e-05
"738","IN","Greene County",2.11966854824729e-05
"739","IN","Hamilton County",8.84511801918679e-06
"740","IN","Hancock County",1.50479849092656e-05
"741","IN","Harrison County",1.84732458944094e-05
"742","IN","Hendricks County",1.44860265644588e-05
"743","IN","Henry County",2.13730830604902e-05
"744","IN","Howard County",1.97661427971404e-05
"745","IN","Huntington County",2.02349876147347e-05
"746","IN","Jackson County",1.93800706270387e-05
"747","IN","Jasper County",1.81796079643689e-05
"748","IN","Jay County",2.40127957850835e-05
"749","IN","Jefferson County",2.0087287918438e-05
"750","IN","Jennings County",2.33740380621434e-05
"751","IN","Johnson County",1.53668312272672e-05
"752","IN","Knox County",1.89259287433784e-05
"753","IN","Kosciusko County",1.67308467577163e-05
"754","IN","LaGrange County",1.7090456693403e-05
"755","IN","Lake County",1.79939672793336e-05
"756","IN","LaPorte County",1.93941872996665e-05
"757","IN","Lawrence County",2.0825066369427e-05
"758","IN","Madison County",2.18223102750347e-05
"759","IN","Marion County",1.86120620331464e-05
"760","IN","Marshall County",1.87939268005915e-05
"761","IN","Martin County",2.07245881397617e-05
"762","IN","Miami County",2.24973380501123e-05
"763","IN","Monroe County",1.61803399687507e-05
"764","IN","Montgomery County",2.06103031990462e-05
"765","IN","Morgan County",1.73912869293945e-05
"766","IN","Newton County",2.02326502063968e-05
"767","IN","Noble County",2.0267001688889e-05
"768","IN","Ohio County",2.03320086114217e-05
"769","IN","Orange County",2.37641998900023e-05
"770","IN","Owen County",2.18668980073127e-05
"771","IN","Parke County",2.1821220705789e-05
"772","IN","Perry County",2.12062606077898e-05
"773","IN","Pike County",2.03450356696636e-05
"774","IN","Porter County",1.43370052621893e-05
"775","IN","Posey County",1.58231198260747e-05
"776","IN","Pulaski County",2.05844138154873e-05
"777","IN","Putnam County",1.96066678767385e-05
"778","IN","Randolph County",2.37644468076534e-05
"779","IN","Ripley County",1.80598554555341e-05
"780","IN","Rush County",2.09740312470026e-05
"781","IN","St. Joseph County",1.76610004775616e-05
"782","IN","Scott County",2.27667328122564e-05
"783","IN","Shelby County",1.90777890213946e-05
"784","IN","Spencer County",1.51448883848545e-05
"785","IN","Starke County",2.27221188691685e-05
"786","IN","Steuben County",1.76126671644976e-05
"787","IN","Sullivan County",2.15739873696911e-05
"788","IN","Switzerland County",2.34281889357283e-05
"789","IN","Tippecanoe County",1.67959830944681e-05
"790","IN","Tipton County",1.83743559024362e-05
"791","IN","Union County",2.24029337763866e-05
"792","IN","Vanderburgh County",1.77904558941648e-05
"793","IN","Vermillion County",2.19729117785816e-05
"794","IN","Vigo County",2.06278618766089e-05
"795","IN","Wabash County",2.0099750162349e-05
"796","IN","Warren County",1.80755260235827e-05
"797","IN","Warrick County",1.30873773178623e-05
"798","IN","Washington County",2.32359387111374e-05
"799","IN","Wayne County",2.25673004709847e-05
"800","IN","Wells County",1.8217689842391e-05
"801","IN","White County",2.07795482743715e-05
"802","IN","Whitley County",1.81426385571254e-05
"803","IA","Iowa",1.56683298233934e-05
"804","IA","Adair County",1.85732240278586e-05
"805","IA","Adams County",2.05992902258304e-05
"806","IA","Allamakee County",1.98664156305559e-05
"807","IA","Appanoose County",2.22971074937816e-05
"808","IA","Audubon County",1.99771547139465e-05
"809","IA","Benton County",1.62520377130918e-05
"810","IA","Black Hawk County",1.68196279080886e-05
"811","IA","Boone County",1.64424532894844e-05
"812","IA","Bremer County",1.49691028014586e-05
"813","IA","Buchanan County",1.76527164734836e-05
"814","IA","Buena Vista County",1.8884144039948e-05
"815","IA","Butler County",1.80367322848333e-05
"816","IA","Calhoun County",1.8632478751608e-05
"817","IA","Carroll County",1.56333517227737e-05
"818","IA","Cass County",1.92868568396694e-05
"819","IA","Cedar County",1.64962123944327e-05
"820","IA","Cerro Gordo County",1.67224181453987e-05
"821","IA","Cherokee County",1.83614968203736e-05
"822","IA","Chickasaw County",1.83450414700322e-05
"823","IA","Clarke County",2.11854762707492e-05
"824","IA","Clay County",1.69344350019919e-05
"825","IA","Clayton County",1.91882859553242e-05
"826","IA","Clinton County",1.8977470007951e-05
"827","IA","Crawford County",1.87852331857802e-05
"828","IA","Dallas County",1.00469461124507e-05
"829","IA","Davis County",2.0741033254644e-05
"830","IA","Decatur County",2.17715386582189e-05
"831","IA","Delaware County",1.7946169321526e-05
"832","IA","Des Moines County",1.8916710301771e-05
"833","IA","Dickinson County",1.20843060263529e-05
"834","IA","Dubuque County",1.52391173900218e-05
"835","IA","Emmet County",1.97122580980879e-05
"836","IA","Fayette County",2.0635059452587e-05
"837","IA","Floyd County",1.86501523619126e-05
"838","IA","Franklin County",1.81116468704828e-05
"839","IA","Fremont County",1.7882240884965e-05
"840","IA","Greene County",1.85523496409956e-05
"841","IA","Grundy County",1.48039178902342e-05
"842","IA","Guthrie County",1.58758852900484e-05
"843","IA","Hamilton County",1.68578710740747e-05
"844","IA","Hancock County",1.74452873373422e-05
"845","IA","Hardin County",1.77344927258158e-05
"846","IA","Harrison County",1.75103719393493e-05
"847","IA","Henry County",1.95048651775971e-05
"848","IA","Howard County",1.98410019244236e-05
"849","IA","Humboldt County",1.67978047308613e-05
"850","IA","Ida County",1.58460701578596e-05
"851","IA","Iowa County",1.66803087905047e-05
"852","IA","Jackson County",1.86412291439632e-05
"853","IA","Jasper County",1.75840324476731e-05
"854","IA","Jefferson County",1.65129008800649e-05
"855","IA","Johnson County",1.29170741545338e-05
"856","IA","Jones County",1.74417572937742e-05
"857","IA","Keokuk County",2.02705775296058e-05
"858","IA","Kossuth County",1.74585627858244e-05
"859","IA","Lee County",1.8885120998584e-05
"860","IA","Linn County",1.46095988284116e-05
"861","IA","Louisa County",1.90312841447267e-05
"862","IA","Lucas County",2.05461115141136e-05
"863","IA","Lyon County",1.62310766264607e-05
"864","IA","Madison County",1.45388163601701e-05
"865","IA","Mahaska County",1.78273194841592e-05
"866","IA","Marion County",1.46934305952486e-05
"867","IA","Marshall County",1.82862085078294e-05
"868","IA","Mills County",1.53830690381474e-05
"869","IA","Mitchell County",1.80127718553596e-05
"870","IA","Monona County",1.89782423226164e-05
"871","IA","Monroe County",1.9862256903101e-05
"872","IA","Montgomery County",2.02849815059355e-05
"873","IA","Muscatine County",1.74963580077839e-05
"874","IA","O'Brien County",1.7467751861141e-05
"875","IA","Osceola County",1.89903825219645e-05
"876","IA","Page County",1.75157099933858e-05
"877","IA","Palo Alto County",1.93135521244938e-05
"878","IA","Plymouth County",1.5143440927215e-05
"879","IA","Pocahontas County",1.96246504974071e-05
"880","IA","Polk County",1.38301338331259e-05
"881","IA","Pottawattamie County",1.71808990584657e-05
"882","IA","Poweshiek County",1.69860783835539e-05
"883","IA","Ringgold County",2.14108281072196e-05
"884","IA","Sac County",1.81293015245985e-05
"885","IA","Scott County",1.37960523355688e-05
"886","IA","Shelby County",1.70082180185575e-05
"887","IA","Sioux County",1.44828338984371e-05
"888","IA","Story County",1.42611427455779e-05
"889","IA","Tama County",1.87971005980555e-05
"890","IA","Taylor County",2.13308295101921e-05
"891","IA","Union County",2.0136034961288e-05
"892","IA","Van Buren County",2.0952091389635e-05
"893","IA","Wapello County",2.04716177852395e-05
"894","IA","Warren County",1.37148351523241e-05
"895","IA","Washington County",1.72272463667212e-05
"896","IA","Wayne County",2.17346969892576e-05
"897","IA","Webster County",1.86719321802697e-05
"898","IA","Winnebago County",1.86358536132899e-05
"899","IA","Winneshiek County",1.69257497001155e-05
"900","IA","Woodbury County",1.88997997431041e-05
"901","IA","Worth County",1.9377347965207e-05
"902","IA","Wright County",1.94451781969522e-05
"903","KS","Kansas",1.54345382479685e-05
"904","KS","Allen County",2.398437776652e-05
"905","KS","Anderson County",2.14668878354612e-05
"906","KS","Atchison County",2.00323714723704e-05
"907","KS","Barber County",2.09188598792259e-05
"908","KS","Barton County",2.06155922466096e-05
"909","KS","Bourbon County",2.41088392662752e-05
"910","KS","Brown County",2.01339319229407e-05
"911","KS","Butler County",1.54185203260606e-05
"912","KS","Chase County",2.10463566724351e-05
"913","KS","Chautauqua County",2.32990937771744e-05
"914","KS","Cherokee County",2.25402360543525e-05
"915","KS","Cheyenne County",2.2742790689351e-05
"916","KS","Clark County",1.94815573476697e-05
"917","KS","Clay County",2.15876238156916e-05
"918","KS","Cloud County",2.33930594516071e-05
"919","KS","Coffey County",1.68954784102665e-05
"920","KS","Comanche County",2.23635233167962e-05
"921","KS","Cowley County",1.98499639253107e-05
"922","KS","Crawford County",1.95684576719149e-05
"923","KS","Decatur County",2.61496685339646e-05
"924","KS","Dickinson County",2.05230279706916e-05
"925","KS","Doniphan County",1.99264109728645e-05
"926","KS","Douglas County",1.57045752329348e-05
"927","KS","Edwards County",2.11904185540283e-05
"928","KS","Elk County",2.72577857686679e-05
"929","KS","Ellis County",1.88120031096249e-05
"930","KS","Ellsworth County",1.87694002635289e-05
"931","KS","Finney County",2.04388924964709e-05
"932","KS","Ford County",2.14039794452448e-05
"933","KS","Franklin County",1.87907772436309e-05
"934","KS","Geary County",2.41928182933493e-05
"935","KS","Gove County",2.27046039395679e-05
"936","KS","Graham County",2.41036397039225e-05
"937","KS","Grant County",1.97915997226951e-05
"938","KS","Gray County",1.69182651287386e-05
"939","KS","Greeley County",1.9128878147832e-05
"940","KS","Greenwood County",2.30955284700355e-05
"941","KS","Hamilton County",2.11881060178879e-05
"942","KS","Harper County",2.31996969716067e-05
"943","KS","Harvey County",1.85781783171295e-05
"944","KS","Haskell County",1.90163736598062e-05
"945","KS","Hodgeman County",2.02059031573809e-05
"946","KS","Jackson County",2.00100299208686e-05
"947","KS","Jefferson County",1.77444525994146e-05
"948","KS","Jewell County",2.2978877426407e-05
"949","KS","Johnson County",1.01430082133849e-05
"950","KS","Kearny County",1.90332670849025e-05
"951","KS","Kingman County",2.0057058342013e-05
"952","KS","Kiowa County",2.00773218973845e-05
"953","KS","Labette County",2.33406762348158e-05
"954","KS","Lane County",2.1692412491916e-05
"955","KS","Leavenworth County",1.59631467991357e-05
"956","KS","Lincoln County",2.48084045874273e-05
"957","KS","Linn County",2.11409281710399e-05
"958","KS","Logan County",2.0685408969041e-05
"959","KS","Lyon County",2.11320869594023e-05
"960","KS","McPherson County",1.70662592103482e-05
"961","KS","Marion County",2.04059791120211e-05
"962","KS","Marshall County",2.04842064279564e-05
"963","KS","Meade County",1.72228659050053e-05
"964","KS","Miami County",1.49091538355955e-05
"965","KS","Mitchell County",2.09080717936371e-05
"966","KS","Montgomery County",2.18534910784462e-05
"967","KS","Morris County",2.08688269963803e-05
"968","KS","Morton County",1.82650647866481e-05
"969","KS","Nemaha County",1.71782731539546e-05
"970","KS","Neosho County",2.14345532324593e-05
"971","KS","Ness County",2.02808304806184e-05
"972","KS","Norton County",2.02379427171429e-05
"973","KS","Osage County",2.07201464899429e-05
"974","KS","Osborne County",2.38726691994652e-05
"975","KS","Ottawa County",2.07275868327151e-05
"976","KS","Pawnee County",2.15552657602903e-05
"977","KS","Phillips County",2.27482599834291e-05
"978","KS","Pottawatomie County",1.63979799093924e-05
"979","KS","Pratt County",1.83185865364994e-05
"980","KS","Rawlins County",1.96823234059368e-05
"981","KS","Reno County",1.9386860778814e-05
"982","KS","Republic County",2.3504535561649e-05
"983","KS","Rice County",2.08647588884755e-05
"984","KS","Riley County",1.71345740985497e-05
"985","KS","Rooks County",2.35142987555927e-05
"986","KS","Rush County",2.48026059779072e-05
"987","KS","Russell County",2.29499900509665e-05
"988","KS","Saline County",1.84681367395097e-05
"989","KS","Scott County",1.61075086254794e-05
"990","KS","Sedgwick County",1.59648724045959e-05
"991","KS","Seward County",2.24899271040525e-05
"992","KS","Shawnee County",1.78538594766282e-05
"993","KS","Sheridan County",1.95118133615779e-05
"994","KS","Sherman County",2.18447960844668e-05
"995","KS","Smith County",2.30120702079037e-05
"996","KS","Stafford County",2.23620436558688e-05
"997","KS","Stanton County",2.00560439498701e-05
"998","KS","Stevens County",1.80895170003673e-05
"999","KS","Sumner County",1.92173016286008e-05
"1000","KS","Thomas County",1.89522669090793e-05
"1001","KS","Trego County",2.24486966692266e-05
"1002","KS","Wabaunsee County",1.79349084732893e-05
"1003","KS","Wallace County",1.99856365107351e-05
"1004","KS","Washington County",2.16586944399967e-05
"1005","KS","Wichita County",1.89868507868792e-05
"1006","KS","Wilson County",1.85165217778022e-05
"1007","KS","Woodson County",2.53836146080669e-05
"1008","KS","Wyandotte County",2.44352764860056e-05
"1009","KY","Kentucky",1.77974348088455e-05
"1010","KY","Adair County",2.77222222023416e-05
"1011","KY","Allen County",2.30231454499849e-05
"1012","KY","Anderson County",1.92753821309957e-05
"1013","KY","Ballard County",2.0669261736436e-05
"1014","KY","Barren County",2.24541861798529e-05
"1015","KY","Bath County",2.5452905910275e-05
"1016","KY","Bell County",2.89153121249771e-05
"1017","KY","Boone County",1.43464551687122e-05
"1018","KY","Bourbon County",2.07480382622163e-05
"1019","KY","Boyd County",1.94042676778922e-05
"1020","KY","Boyle County",1.88539270906115e-05
"1021","KY","Bracken County",2.20480741982572e-05
"1022","KY","Breathitt County",2.5660626806148e-05
"1023","KY","Breckinridge County",2.21113675330349e-05
"1024","KY","Bullitt County",1.82940547433488e-05
"1025","KY","Butler County",2.36285467406285e-05
"1026","KY","Caldwell County",2.20506823982323e-05
"1027","KY","Calloway County",2.01654275205904e-05
"1028","KY","Campbell County",1.51367532886332e-05
"1029","KY","Carlisle County",2.14924050132953e-05
"1030","KY","Carroll County",2.21226455364312e-05
"1031","KY","Carter County",2.29584541353943e-05
"1032","KY","Casey County",2.86179975522925e-05
"1033","KY","Christian County",2.37226234643653e-05
"1034","KY","Clark County",1.92682432582838e-05
"1035","KY","Clay County",2.88224350016015e-05
"1036","KY","Clinton County",3.00764682681702e-05
"1037","KY","Crittenden County",2.23439140194383e-05
"1038","KY","Cumberland County",2.83149380498405e-05
"1039","KY","Daviess County",1.86683613042968e-05
"1040","KY","Edmonson County",2.37615816661606e-05
"1041","KY","Elliott County",2.5894492516127e-05
"1042","KY","Estill County",2.62471933919571e-05
"1043","KY","Fayette County",1.48445515936047e-05
"1044","KY","Fleming County",2.36459231987762e-05
"1045","KY","Floyd County",2.38902766637555e-05
"1046","KY","Franklin County",1.91596839802301e-05
"1047","KY","Fulton County",2.65441524639641e-05
"1048","KY","Gallatin County",2.19046653473889e-05
"1049","KY","Garrard County",2.13772620989023e-05
"1050","KY","Grant County",2.10737177926037e-05
"1051","KY","Graves County",2.20511194577953e-05
"1052","KY","Grayson County",2.4150390212037e-05
"1053","KY","Green County",2.57279232367828e-05
"1054","KY","Greenup County",1.88567659781702e-05
"1055","KY","Hancock County",2.0164710250672e-05
"1056","KY","Hardin County",1.90369599319196e-05
"1057","KY","Harlan County",2.73684238085868e-05
"1058","KY","Harrison County",2.13946915724175e-05
"1059","KY","Hart County",2.71351789733069e-05
"1060","KY","Henderson County",1.92399052861579e-05
"1061","KY","Henry County",2.04673340796564e-05
"1062","KY","Hickman County",2.24222429623879e-05
"1063","KY","Hopkins County",1.91733986725308e-05
"1064","KY","Jackson County",2.72450807168716e-05
"1065","KY","Jefferson County",1.56124555954852e-05
"1066","KY","Jessamine County",1.53838847634107e-05
"1067","KY","Johnson County",2.23776868736097e-05
"1068","KY","Kenton County",1.40057231340735e-05
"1069","KY","Knott County",2.51118547597927e-05
"1070","KY","Knox County",2.70033758248771e-05
"1071","KY","Larue County",2.21845197776606e-05
"1072","KY","Laurel County",2.22733620527533e-05
"1073","KY","Lawrence County",2.30100256917821e-05
"1074","KY","Lee County",2.72625576904809e-05
"1075","KY","Leslie County",2.68248829243488e-05
"1076","KY","Letcher County",2.52039923551969e-05
"1077","KY","Lewis County",2.59287486568011e-05
"1078","KY","Lincoln County",2.50257881565309e-05
"1079","KY","Livingston County",2.13309931172486e-05
"1080","KY","Logan County",2.17222276938264e-05
"1081","KY","Lyon County",1.85810609264063e-05
"1082","KY","McCracken County",1.65748524691112e-05
"1083","KY","McCreary County",3.13334719392179e-05
"1084","KY","McLean County",2.07926952242976e-05
"1085","KY","Madison County",1.86671863194451e-05
"1086","KY","Magoffin County",2.61691758539182e-05
"1087","KY","Marion County",2.25348558644691e-05
"1088","KY","Marshall County",1.7664175505592e-05
"1089","KY","Martin County",2.61086788453188e-05
"1090","KY","Mason County",2.00773832397592e-05
"1091","KY","Meade County",1.93687910141292e-05
"1092","KY","Menifee County",2.68130574560635e-05
"1093","KY","Mercer County",2.0716532620791e-05
"1094","KY","Metcalfe County",2.84009354083946e-05
"1095","KY","Monroe County",2.54130250764565e-05
"1096","KY","Montgomery County",2.20970094104381e-05
"1097","KY","Morgan County",2.50257307437749e-05
"1098","KY","Muhlenberg County",2.1683226532532e-05
"1099","KY","Nelson County",1.84350809631053e-05
"1100","KY","Nicholas County",2.55154836116128e-05
"1101","KY","Ohio County",2.29107542653646e-05
"1102","KY","Oldham County",9.75098302690758e-06
"1103","KY","Owen County",2.17319869730351e-05
"1104","KY","Owsley County",3.11317019853179e-05
"1105","KY","Pendleton County",2.05664660070012e-05
"1106","KY","Perry County",2.32490255524979e-05
"1107","KY","Pike County",2.08381870118999e-05
"1108","KY","Powell County",2.64289825213162e-05
"1109","KY","Pulaski County",2.18388369276504e-05
"1110","KY","Robertson County",2.45435890095926e-05
"1111","KY","Rockcastle County",2.54934790683149e-05
"1112","KY","Rowan County",2.19328694890784e-05
"1113","KY","Russell County",2.52567362449724e-05
"1114","KY","Scott County",1.58274352659317e-05
"1115","KY","Shelby County",1.53135773946731e-05
"1116","KY","Simpson County",2.23161840004051e-05
"1117","KY","Spencer County",1.56828494276016e-05
"1118","KY","Taylor County",2.36470603472483e-05
"1119","KY","Todd County",2.28235009295406e-05
"1120","KY","Trigg County",2.20346344375976e-05
"1121","KY","Trimble County",2.07227321773505e-05
"1122","KY","Union County",2.0318263020787e-05
"1123","KY","Warren County",1.82927763126541e-05
"1124","KY","Washington County",1.96036467700469e-05
"1125","KY","Wayne County",2.69046709827341e-05
"1126","KY","Webster County",2.06508812508486e-05
"1127","KY","Whitley County",2.45103882661664e-05
"1128","KY","Wolfe County",2.94613095040354e-05
"1129","KY","Woodford County",1.52113749595821e-05
"1130","LA","Louisiana",1.6967371468445e-05
"1131","LA","Acadia Parish",2.06776939862212e-05
"1132","LA","Allen Parish",2.05128158083772e-05
"1133","LA","Ascension Parish",1.41195206141485e-05
"1134","LA","Assumption Parish",1.82739309054158e-05
"1135","LA","Avoyelles Parish",2.34870385151229e-05
"1136","LA","Beauregard Parish",1.79762836845566e-05
"1137","LA","Bienville Parish",2.38724685983523e-05
"1138","LA","Bossier Parish",1.71410592896775e-05
"1139","LA","Caddo Parish",1.84559810520916e-05
"1140","LA","Calcasieu Parish",1.66116977085673e-05
"1141","LA","Caldwell Parish",2.03616409348373e-05
"1142","LA","Cameron Parish",1.61927612622005e-05
"1143","LA","Catahoula Parish",2.21076918929003e-05
"1144","LA","Claiborne Parish",2.17322193913594e-05
"1145","LA","Concordia Parish",2.30407058657303e-05
"1146","LA","De Soto Parish",1.89508920742769e-05
"1147","LA","East Baton Rouge Par",1.40365558402208e-05
"1148","LA","East Carroll Parish",2.57255336222206e-05
"1149","LA","East Feliciana Paris",1.89998760913293e-05
"1150","LA","Evangeline Parish",2.09185146973619e-05
"1151","LA","Franklin Parish",2.36849739166563e-05
"1152","LA","Grant Parish",2.05594590219163e-05
"1153","LA","Iberia Parish",1.95333113460308e-05
"1154","LA","Iberville Parish",1.73343771061597e-05
"1155","LA","Jackson Parish",2.09281761561262e-05
"1156","LA","Jefferson Parish",1.73503536645895e-05
"1157","LA","Jefferson Davis Pari",2.01579968211004e-05
"1158","LA","Lafayette Parish",1.49850701488466e-05
"1159","LA","Lafourche Parish",1.75581933584174e-05
"1160","LA","LaSalle Parish",1.84799446183534e-05
"1161","LA","Lincoln Parish",1.71512872393598e-05
"1162","LA","Livingston Parish",1.7367770125028e-05
"1163","LA","Madison Parish",2.92981381360044e-05
"1164","LA","Morehouse Parish",2.53140697066079e-05
"1165","LA","Natchitoches Parish",2.09983528525809e-05
"1166","LA","Orleans Parish",1.55493437356176e-05
"1167","LA","Ouachita Parish",1.86205209056225e-05
"1168","LA","Plaquemines Parish",1.54901767343655e-05
"1169","LA","Pointe Coupee Parish",1.74990693173779e-05
"1170","LA","Rapides Parish",1.8714711136485e-05
"1171","LA","Red River Parish",1.98862799383943e-05
"1172","LA","Richland Parish",2.16712916764138e-05
"1173","LA","Sabine Parish",1.98444007844746e-05
"1174","LA","St. Bernard Parish",2.40196215467701e-05
"1175","LA","St. Charles Parish",1.50925104472953e-05
"1176","LA","St. Helena Parish",2.5046831979983e-05
"1177","LA","St. James Parish",1.73163039241047e-05
"1178","LA","St. John the Baptist",2.01434463204889e-05
"1179","LA","St. Landry Parish",2.12731058422951e-05
"1180","LA","St. Martin Parish",2.08781373131208e-05
"1181","LA","St. Mary Parish",2.15480881961505e-05
"1182","LA","St. Tammany Parish",1.33301467929588e-05
"1183","LA","Tangipahoa Parish",2.0131031437114e-05
"1184","LA","Tensas Parish",2.3125842229343e-05
"1185","LA","Terrebonne Parish",1.80594558995355e-05
"1186","LA","Union Parish",2.08942611287052e-05
"1187","LA","Vermilion Parish",1.92536910530432e-05
"1188","LA","Vernon Parish",2.12113673658794e-05
"1189","LA","Washington Parish",2.50729930751247e-05
"1190","LA","Webster Parish",2.07399232321189e-05
"1191","LA","West Baton Rouge Par",1.64428597816145e-05
"1192","LA","West Carroll Parish",2.15128950001421e-05
