"","STATE","COUNTYNAME","param"
"1770","NE","Wayne County",1.79841374515711e-05
"1771","NE","Webster County",2.10383206533327e-05
"1772","NE","Wheeler County",2.14268117661084e-05
"1773","NE","York County",1.71626322715608e-05
"1774","NV","Nevada",1.57926362912673e-05
"1775","NV","Churchill County",2.00251173704521e-05
"1776","NV","Clark County",1.64875282304374e-05
"1777","NV","Douglas County",1.1051969903721e-05
"1778","NV","Elko County",1.49652512997402e-05
"1779","NV","Esmeralda County",2.24401828703461e-05
"1780","NV","Eureka County",1.55503710573139e-05
"1781","NV","Humboldt County",1.64333678847118e-05
"1782","NV","Lander County",1.47003834736811e-05
"1783","NV","Lincoln County",1.92459678468421e-05
"1784","NV","Lyon County",2.1923512458177e-05
"1785","NV","Mineral County",2.36678921835984e-05
"1786","NV","Nye County",2.07358630867955e-05
"1787","NV","Pershing County",1.9218937880448e-05
"1788","NV","Storey County",1.68023315139183e-05
"1789","NV","Washoe County",1.42060051711836e-05
"1790","NV","White Pine County",1.8282414787895e-05
"1791","NV","Carson City",1.87264357901094e-05
"1792","NH","New Hampshire",1.39695228647736e-05
"1793","NH","Belknap County",1.52141427251194e-05
"1794","NH","Carroll County",1.39689645203043e-05
"1795","NH","Cheshire County",1.61983358222605e-05
"1796","NH","Coos County",2.30947826569707e-05
"1797","NH","Grafton County",1.36050057996916e-05
"1798","NH","Hillsborough County",1.41636443381787e-05
"1799","NH","Merrimack County",1.51684335525609e-05
"1800","NH","Rockingham County",1.19472133460627e-05
"1801","NH","Strafford County",1.64572510029117e-05
"1802","NH","Sullivan County",1.67730594723822e-05
"1803","NJ","New Jersey",1.18562275687981e-05
"1804","NJ","Atlantic County",1.87791488048954e-05
"1805","NJ","Bergen County",9.10735517839268e-06
"1806","NJ","Burlington County",1.31269613704383e-05
"1807","NJ","Camden County",1.58246909402115e-05
"1808","NJ","Cape May County",1.67097143373772e-05
"1809","NJ","Cumberland County",2.11158956375456e-05
"1810","NJ","Essex County",1.12700212722636e-05
"1811","NJ","Gloucester County",1.4341627182722e-05
"1812","NJ","Hudson County",1.48637384754225e-05
"1813","NJ","Hunterdon County",8.34399951878472e-06
"1814","NJ","Mercer County",1.10113157304739e-05
"1815","NJ","Middlesex County",1.31302003181145e-05
"1816","NJ","Monmouth County",9.95210936504443e-06
"1817","NJ","Morris County",7.82410978091789e-06
"1818","NJ","Ocean County",1.57496083578252e-05
"1819","NJ","Passaic County",1.74930026188001e-05
"1820","NJ","Salem County",1.72441432411942e-05
"1821","NJ","Somerset County",8.0115708438907e-06
"1822","NJ","Sussex County",1.28287025381588e-05
"1823","NJ","Union County",1.19461649010561e-05
"1824","NJ","Warren County",1.47416113189961e-05
"1825","NM","New Mexico",1.95405527088727e-05
"1826","NM","Bernalillo County",1.79539496233342e-05
"1827","NM","Catron County",2.68567279387914e-05
"1828","NM","Chaves County",2.15411820222427e-05
"1829","NM","Cibola County",2.76417402007842e-05
"1830","NM","Colfax County",2.36350456998399e-05
"1831","NM","Curry County",2.31708455931159e-05
"1832","NM","De Baca County",2.83002871548043e-05
"1833","NM","Dona Ana County",2.38722930954103e-05
"1834","NM","Eddy County",1.5069563926594e-05
"1835","NM","Grant County",2.19366839992772e-05
"1836","NM","Guadalupe County",3.26983681943397e-05
"1837","NM","Harding County",2.45292267810173e-05
"1838","NM","Hidalgo County",2.61101932130575e-05
"1839","NM","Lea County",1.60760825035262e-05
"1840","NM","Lincoln County",2.23985877601716e-05
"1841","NM","Los Alamos County",9.79441170353916e-06
"1842","NM","Luna County",3.26004908971456e-05
"1843","NM","McKinley County",3.1471805367284e-05
"1844","NM","Mora County",3.09840012305126e-05
"1845","NM","Otero County",2.48952795164162e-05
"1846","NM","Quay County",3.04399087372375e-05
"1847","NM","Rio Arriba County",2.52687698330178e-05
"1848","NM","Roosevelt County",2.66099260008482e-05
"1849","NM","Sandoval County",1.77028421433027e-05
"1850","NM","San Juan County",1.96618427132591e-05
"1851","NM","San Miguel County",2.94345935977649e-05
"1852","NM","Santa Fe County",1.49373126501703e-05
"1853","NM","Sierra County",3.06807278990987e-05
"1854","NM","Socorro County",2.80456490300548e-05
"1855","NM","Taos County",2.55547998990477e-05
"1856","NM","Torrance County",2.75841511782897e-05
"1857","NM","Union County",2.28521085351374e-05
"1858","NM","Valencia County",2.34951072273102e-05
"1859","NY","New York",1.23163500527423e-05
"1860","NY","Albany County",1.33794382552137e-05
"1861","NY","Allegany County",2.21632305560615e-05
"1862","NY","Bronx County",2.83236373865265e-05
"1863","NY","Broome County",1.92483896379723e-05
"1864","NY","Cattaraugus County",2.16687535873504e-05
"1865","NY","Cayuga County",1.94261895247505e-05
"1866","NY","Chautauqua County",2.21916754400752e-05
"1867","NY","Chemung County",1.93382009905044e-05
"1868","NY","Chenango County",2.15100638527938e-05
"1869","NY","Clinton County",1.96753393382519e-05
"1870","NY","Columbia County",1.60145980909826e-05
"1871","NY","Cortland County",2.0386769995706e-05
"1872","NY","Delaware County",2.16060793445184e-05
"1873","NY","Dutchess County",1.37681927969318e-05
"1874","NY","Erie County",1.68691391720698e-05
"1875","NY","Essex County",1.99355307529916e-05
"1876","NY","Franklin County",2.16073433756652e-05
"1877","NY","Fulton County",2.16093371326647e-05
"1878","NY","Genesee County",2.0321972181832e-05
"1879","NY","Greene County",1.88545964818284e-05
"1880","NY","Hamilton County",2.00780182471879e-05
"1881","NY","Herkimer County",2.10142705277966e-05
"1882","NY","Jefferson County",2.14297075333009e-05
"1883","NY","Kings County",1.76270762773113e-05
"1884","NY","Lewis County",2.15861228398491e-05
"1885","NY","Livingston County",1.84995457158135e-05
"1886","NY","Madison County",1.73462116340027e-05
"1887","NY","Monroe County",1.59695296703904e-05
"1888","NY","Montgomery County",2.21488957186829e-05
"1889","NY","Nassau County",8.95037642135404e-06
"1890","NY","New York County",4.94631131828936e-06
"1891","NY","Niagara County",1.99483585334018e-05
"1892","NY","Oneida County",1.96925560888914e-05
"1893","NY","Onondaga County",1.57113474291575e-05
"1894","NY","Ontario County",1.50290865375783e-05
"1895","NY","Orange County",1.47491448064722e-05
"1896","NY","Orleans County",2.2516460755553e-05
"1897","NY","Oswego County",2.05548551716125e-05
"1898","NY","Otsego County",1.99383098425324e-05
"1899","NY","Putnam County",1.13336526891006e-05
"1900","NY","Queens County",2.04794949208216e-05
"1901","NY","Rensselaer County",1.7197563200821e-05
"1902","NY","Richmond County",1.44379267288961e-05
"1903","NY","Rockland County",1.15577159262453e-05
"1904","NY","St. Lawrence County",2.06878093345139e-05
"1905","NY","Saratoga County",1.08836435844406e-05
"1906","NY","Schenectady County",1.68668799826525e-05
"1907","NY","Schoharie County",1.98521405125053e-05
"1908","NY","Schuyler County",2.10388140526069e-05
"1909","NY","Seneca County",2.067196536406e-05
"1910","NY","Steuben County",1.87918011033723e-05
"1911","NY","Suffolk County",1.16839915726352e-05
"1912","NY","Sullivan County",1.76796169654147e-05
"1913","NY","Tioga County",1.94097977289154e-05
"1914","NY","Tompkins County",1.54542117598186e-05
"1915","NY","Ulster County",1.68675028776027e-05
"1916","NY","Warren County",1.7282981603187e-05
"1917","NY","Washington County",2.12819708886113e-05
"1918","NY","Wayne County",1.98420803575045e-05
"1919","NY","Westchester County",7.05627306385137e-06
"1920","NY","Wyoming County",2.0514236564203e-05
"1921","NY","Yates County",2.1030688198403e-05
"1922","NC","North Carolina",1.69729645282616e-05
"1923","NC","Alamance County",2.04629462232194e-05
"1924","NC","Alexander County",2.26156414259442e-05
"1925","NC","Alleghany County",2.31763920230064e-05
"1926","NC","Anson County",2.87110853997343e-05
"1927","NC","Ashe County",2.36592950217588e-05
"1928","NC","Avery County",2.45417143557867e-05
"1929","NC","Beaufort County",2.12797975641822e-05
"1930","NC","Bertie County",2.76752721569531e-05
"1931","NC","Bladen County",2.48418192190804e-05
"1932","NC","Brunswick County",1.67749231380271e-05
"1933","NC","Buncombe County",1.71631725096544e-05
"1934","NC","Burke County",2.39306084067792e-05
"1935","NC","Cabarrus County",1.63611367992707e-05
"1936","NC","Caldwell County",2.37968642105543e-05
"1937","NC","Camden County",1.7541687939476e-05
"1938","NC","Carteret County",1.76270815839192e-05
"1939","NC","Caswell County",2.43128558903227e-05
"1940","NC","Catawba County",1.90313679704855e-05
"1941","NC","Chatham County",1.24675001807979e-05
"1942","NC","Cherokee County",2.62960624298304e-05
"1943","NC","Chowan County",2.0662239395146e-05
"1944","NC","Clay County",2.35461832400829e-05
"1945","NC","Cleveland County",2.27520296427903e-05
"1946","NC","Columbus County",2.60245217798583e-05
"1947","NC","Craven County",1.98872394091733e-05
"1948","NC","Cumberland County",2.26066409759393e-05
"1949","NC","Currituck County",1.78069488697491e-05
"1950","NC","Dare County",1.71676314848314e-05
"1951","NC","Davidson County",2.08568871840092e-05
"1952","NC","Davie County",1.65504722487597e-05
"1953","NC","Duplin County",2.62619376609955e-05
"1954","NC","Durham County",1.63168245050293e-05
"1955","NC","Edgecombe County",2.78837303796467e-05
"1956","NC","Forsyth County",1.62718987958107e-05
"1957","NC","Franklin County",2.10198947958402e-05
"1958","NC","Gaston County",1.97688288605183e-05
"1959","NC","Gates County",2.23082788839924e-05
"1960","NC","Graham County",2.68069601945937e-05
"1961","NC","Granville County",2.0139063234219e-05
"1962","NC","Greene County",2.72212277023209e-05
"1963","NC","Guilford County",1.64970883312302e-05
"1964","NC","Halifax County",2.62220213634074e-05
"1965","NC","Harnett County",2.16397772219134e-05
"1966","NC","Haywood County",2.16240722829792e-05
"1967","NC","Henderson County",1.92458108519224e-05
"1968","NC","Hertford County",2.6069037988407e-05
"1969","NC","Hoke County",2.49503629372384e-05
"1970","NC","Hyde County",2.47539729083722e-05
"1971","NC","Iredell County",1.49752840441542e-05
"1972","NC","Jackson County",2.16690718071801e-05
"1973","NC","Johnston County",1.88980914188205e-05
"1974","NC","Jones County",2.41029775571471e-05
"1975","NC","Lee County",2.12969863475446e-05
"1976","NC","Lenoir County",2.56880122981586e-05
"1977","NC","Lincoln County",1.60179594228857e-05
"1978","NC","McDowell County",2.28567494275551e-05
"1979","NC","Macon County",2.18907758103972e-05
"1980","NC","Madison County",2.35250289953715e-05
"1981","NC","Martin County",2.63641636529989e-05
"1982","NC","Mecklenburg County",1.2596851301385e-05
"1983","NC","Mitchell County",2.49845265708414e-05
"1984","NC","Montgomery County",2.36512576107361e-05
"1985","NC","Moore County",1.49741228766686e-05
"1986","NC","Nash County",2.1118824520025e-05
"1987","NC","New Hanover County",1.56330056912133e-05
"1988","NC","Northampton County",2.63081778568385e-05
"1989","NC","Onslow County",2.3567808659953e-05
"1990","NC","Orange County",1.10699296065454e-05
"1991","NC","Pamlico County",1.9539932172258e-05
"1992","NC","Pasquotank County",2.25974561565407e-05
"1993","NC","Pender County",1.95276176645622e-05
"1994","NC","Perquimans County",2.07183812089751e-05
"1995","NC","Person County",2.20252661473212e-05
"1996","NC","Pitt County",1.96919028922567e-05
"1997","NC","Polk County",1.93220624771741e-05
"1998","NC","Randolph County",2.24811090146362e-05
"1999","NC","Richmond County",2.75588879934609e-05
"2000","NC","Robeson County",2.95943424277299e-05
"2001","NC","Rockingham County",2.28119710908818e-05
"2002","NC","Rowan County",2.19147815187977e-05
"2003","NC","Rutherford County",2.39877315334981e-05
"2004","NC","Sampson County",2.53452092734492e-05
"2005","NC","Scotland County",2.6771393609629e-05
"2006","NC","Stanly County",2.09723008950939e-05
"2007","NC","Stokes County",2.16010685635787e-05
"2008","NC","Surry County",2.21619321934183e-05
"2009","NC","Swain County",2.47451840268367e-05
"2010","NC","Transylvania County",1.94956216942597e-05
"2011","NC","Tyrrell County",3.06994745264636e-05
"2012","NC","Union County",1.2177782529068e-05
"2013","NC","Vance County",2.60865377278132e-05
"2014","NC","Wake County",1.25034324891823e-05
"2015","NC","Warren County",2.71208494258166e-05
"2016","NC","Washington County",2.73423920874242e-05
"2017","NC","Watauga County",1.87963395772405e-05
"2018","NC","Wayne County",2.25516647297088e-05
"2019","NC","Wilkes County",2.19142855427428e-05
"2020","NC","Wilson County",2.25254507065678e-05
"2021","NC","Yadkin County",2.22539702184515e-05
"2022","NC","Yancey County",2.46580253707377e-05
"2023","ND","North Dakota",1.42037501787668e-05
"2024","ND","Adams County",1.78372201820452e-05
"2025","ND","Barnes County",1.74290383815705e-05
"2026","ND","Benson County",9.96430111464731e-06
"2027","ND","Billings County",1.01393311991042e-05
"2028","ND","Bottineau County",1.55652502243621e-05
"2029","ND","Bowman County",1.44806410855457e-05
"2030","ND","Burke County",1.39201454771634e-05
"2031","ND","Burleigh County",1.32144969790348e-05
"2032","ND","Cass County",1.40783218272244e-05
"2033","ND","Cavalier County",1.50336191338947e-05
"2034","ND","Dickey County",1.81902624577621e-05
"2035","ND","Divide County",1.16731663471573e-05
"2036","ND","Dunn County",1.17775548107343e-05
"2037","ND","Eddy County",1.84513752126467e-05
"2038","ND","Emmons County",1.93075897295628e-05
"2039","ND","Foster County",1.50393675385861e-05
"2040","ND","Golden Valley County",1.52857092765192e-05
"2041","ND","Grand Forks County",1.66828637701088e-05
"2042","ND","Grant County",1.920801954285e-05
"2043","ND","Griggs County",1.78437687247317e-05
"2044","ND","Hettinger County",1.64081089562728e-05
"2045","ND","Kidder County",1.92012079315178e-05
"2046","ND","LaMoure County",1.6814373366586e-05
"2047","ND","Logan County",2.12069691262097e-05
"2048","ND","McHenry County",1.83575563271792e-05
"2049","ND","McIntosh County",1.91310744525259e-05
"2050","ND","McKenzie County",7.41103317681859e-06
"2051","ND","McLean County",1.58770377884625e-05
"2052","ND","Mercer County",1.37067374228027e-05
"2053","ND","Morton County",1.56079113509311e-05
"2054","ND","Mountrail County",9.22095047031848e-06
"2055","ND","Nelson County",1.62244451874848e-05
"2056","ND","Oliver County",1.50886623433594e-05
"2057","ND","Pembina County",1.57745419026682e-05
"2058","ND","Pierce County",1.90394564973482e-05
"2059","ND","Ramsey County",1.79021766852729e-05
"2060","ND","Ransom County",1.82890998779016e-05
"2061","ND","Renville County",1.5410632197798e-05
"2062","ND","Richland County",1.63806965315532e-05
"2063","ND","Rolette County",2.38164469481366e-05
"2064","ND","Sargent County",1.69414941999835e-05
"2065","ND","Sheridan County",2.20479865939022e-05
"2066","ND","Sioux County",3.02306950921928e-05
"2067","ND","Slope County",1.60424301210203e-05
"2068","ND","Stark County",1.28485439684978e-05
"2069","ND","Steele County",1.66350116387504e-05
"2070","ND","Stutsman County",1.68691938373502e-05
"2071","ND","Towner County",1.86009910097162e-05
"2072","ND","Traill County",1.52551128349594e-05
"2073","ND","Walsh County",1.82476037841464e-05
"2074","ND","Ward County",1.53329357210401e-05
"2075","ND","Wells County",1.66615671900224e-05
"2076","ND","Williams County",1.00526545079319e-05
"2077","OH","Ohio",1.74113863904271e-05
"2078","OH","Adams County",2.47766534706466e-05
"2079","OH","Allen County",1.97655584654988e-05
"2080","OH","Ashland County",2.13331754793026e-05
"2081","OH","Ashtabula County",2.39416726945146e-05
"2082","OH","Athens County",2.12943590080409e-05
"2083","OH","Auglaize County",1.93036944603262e-05
"2084","OH","Belmont County",1.89564387212379e-05
"2085","OH","Brown County",2.30223852474761e-05
"2086","OH","Butler County",1.69321172220007e-05
"2087","OH","Carroll County",2.02639938277372e-05
"2088","OH","Champaign County",2.07571511316201e-05
"2089","OH","Clark County",2.19218798127565e-05
"2090","OH","Clermont County",1.62251710675795e-05
"2091","OH","Clinton County",2.0170743281342e-05
"2092","OH","Columbiana County",2.25299000295961e-05
"2093","OH","Coshocton County",2.38478923329643e-05
"2094","OH","Crawford County",2.44459957025208e-05
"2095","OH","Cuyahoga County",1.66344055287831e-05
"2096","OH","Darke County",2.15934491998485e-05
"2097","OH","Defiance County",2.12065540417755e-05
"2098","OH","Delaware County",9.72698519089867e-06
"2099","OH","Erie County",1.99706106611898e-05
"2100","OH","Fairfield County",1.70477694802195e-05
"2101","OH","Fayette County",2.37411469763823e-05
"2102","OH","Franklin County",1.65585682287939e-05
"2103","OH","Fulton County",2.00249357905722e-05
"2104","OH","Gallia County",2.21329087568108e-05
"2105","OH","Geauga County",1.15247302717275e-05
"2106","OH","Greene County",1.54352587305594e-05
"2107","OH","Guernsey County",2.23141327086833e-05
"2108","OH","Hamilton County",1.43550824786025e-05
"2109","OH","Hancock County",1.65323221683825e-05
"2110","OH","Hardin County",2.29205957900531e-05
"2111","OH","Harrison County",1.90865847828557e-05
"2112","OH","Henry County",1.90672808308935e-05
"2113","OH","Highland County",2.47455149688058e-05
"2114","OH","Hocking County",2.32589719506979e-05
"2115","OH","Holmes County",2.03992629505763e-05
"2116","OH","Huron County",2.1960914633819e-05
"2117","OH","Jackson County",2.35018469329813e-05
"2118","OH","Jefferson County",2.22001725376191e-05
"2119","OH","Knox County",2.00728073906121e-05
"2120","OH","Lake County",1.71412358370543e-05
"2121","OH","Lawrence County",2.2206466516402e-05
"2122","OH","Licking County",1.78057002901229e-05
"2123","OH","Logan County",2.05460817576515e-05
"2124","OH","Lorain County",1.79251960013679e-05
"2125","OH","Lucas County",1.89598708931595e-05
"2126","OH","Madison County",1.84775702154307e-05
"2127","OH","Mahoning County",2.02914843648483e-05
"2128","OH","Marion County",2.2726022777321e-05
"2129","OH","Medina County",1.45547311255235e-05
"2130","OH","Meigs County",2.40983813606158e-05
"2131","OH","Mercer County",1.76624098458324e-05
"2132","OH","Miami County",1.77651878550465e-05
"2133","OH","Monroe County",1.68218699956758e-05
"2134","OH","Montgomery County",1.89098744547602e-05
"2135","OH","Morgan County",2.52304450418308e-05
"2136","OH","Morrow County",2.10542446487799e-05
"2137","OH","Muskingum County",2.21975899794391e-05
"2138","OH","Noble County",1.67946526863541e-05
"2139","OH","Ottawa County",1.8317384083855e-05
"2140","OH","Paulding County",2.16711607282128e-05
"2141","OH","Perry County",2.30885515765513e-05
"2142","OH","Pickaway County",1.945949099028e-05
"2143","OH","Pike County",2.31957751304781e-05
"2144","OH","Portage County",1.78557748435928e-05
"2145","OH","Preble County",2.22097530448054e-05
"2146","OH","Putnam County",1.75827463998131e-05
"2147","OH","Richland County",2.24293526460402e-05
"2148","OH","Ross County",2.19649789475535e-05
"2149","OH","Sandusky County",2.15678345174531e-05
"2150","OH","Scioto County",2.24301051644954e-05
"2151","OH","Seneca County",2.2935552252376e-05
"2152","OH","Shelby County",1.96439276804811e-05
"2153","OH","Stark County",1.89331773477342e-05
"2154","OH","Summit County",1.70155996066643e-05
"2155","OH","Trumbull County",2.22818234844511e-05
"2156","OH","Tuscarawas County",2.05638587195258e-05
"2157","OH","Union County",1.38769170387083e-05
"2158","OH","Van Wert County",2.13144561177187e-05
"2159","OH","Vinton County",2.42020830648121e-05
"2160","OH","Warren County",1.23866337916461e-05
"2161","OH","Washington County",1.99491356967882e-05
"2162","OH","Wayne County",1.92801042827798e-05
"2163","OH","Williams County",2.23650758601377e-05
"2164","OH","Wood County",1.67898905447081e-05
"2165","OH","Wyandot County",2.0745116424393e-05
"2166","OK","Oklahoma",1.68503355919127e-05
"2167","OK","Adair County",2.7700693521371e-05
"2168","OK","Alfalfa County",1.38299537139426e-05
"2169","OK","Atoka County",2.4826584965297e-05
"2170","OK","Beaver County",1.81858492012147e-05
"2171","OK","Beckham County",1.73450548765675e-05
"2172","OK","Blaine County",1.79938705532336e-05
"2173","OK","Bryan County",2.21290779907174e-05
"2174","OK","Caddo County",2.30693714993216e-05
"2175","OK","Canadian County",1.52424884576062e-05
"2176","OK","Carter County",1.8565723096732e-05
"2177","OK","Cherokee County",2.3784747992352e-05
"2178","OK","Choctaw County",2.583070213378e-05
"2179","OK","Cimarron County",2.24065433873747e-05
"2180","OK","Cleveland County",1.60281076880399e-05
"2181","OK","Coal County",2.2575173802437e-05
"2182","OK","Comanche County",2.15715914322002e-05
"2183","OK","Cotton County",2.26960946976167e-05
"2184","OK","Craig County",2.31108801569958e-05
"2185","OK","Creek County",1.88140457651345e-05
"2186","OK","Custer County",1.88324032332532e-05
"2187","OK","Delaware County",2.18668326348224e-05
"2188","OK","Dewey County",1.66497074777225e-05
"2189","OK","Ellis County",1.68207086844591e-05
"2190","OK","Garfield County",1.66936407410117e-05
"2191","OK","Garvin County",2.00237594184411e-05
"2192","OK","Grady County",1.67926898847178e-05
"2193","OK","Grant County",1.33013876062411e-05
"2194","OK","Greer County",2.62176492879342e-05
"2195","OK","Harmon County",2.20427591724425e-05
"2196","OK","Harper County",1.97551691541343e-05
"2197","OK","Haskell County",2.53247120404248e-05
"2198","OK","Hughes County",2.52564432475766e-05
"2199","OK","Jackson County",2.15484302422561e-05
"2200","OK","Jefferson County",2.41617237974788e-05
"2201","OK","Johnston County",2.39830711233367e-05
"2202","OK","Kay County",1.90024059956894e-05
"2203","OK","Kingfisher County",1.41309409221973e-05
"2204","OK","Kiowa County",2.5240157593871e-05
"2205","OK","Latimer County",2.29892629834756e-05
"2206","OK","Le Flore County",2.40435804706415e-05
"2207","OK","Lincoln County",2.09781546362213e-05
"2208","OK","Logan County",1.61909168139584e-05
"2209","OK","Love County",2.17557209753978e-05
"2210","OK","McClain County",1.53283114953315e-05
"2211","OK","McCurtain County",2.60089435423305e-05
"2212","OK","McIntosh County",2.39459259473431e-05
"2213","OK","Major County",1.81112749353784e-05
"2214","OK","Marshall County",2.30806073510506e-05
"2215","OK","Mayes County",2.01332653407166e-05
"2216","OK","Murray County",2.09308772208163e-05
"2217","OK","Muskogee County",2.19018625866951e-05
"2218","OK","Noble County",1.75961939820583e-05
"2219","OK","Nowata County",2.1638987922942e-05
"2220","OK","Okfuskee County",2.52480781150383e-05
"2221","OK","Oklahoma County",1.46762868357293e-05
"2222","OK","Okmulgee County",2.27592123127076e-05
"2223","OK","Osage County",1.87882576248007e-05
"2224","OK","Ottawa County",2.45744196165043e-05
"2225","OK","Pawnee County",2.06326203128517e-05
"2226","OK","Payne County",1.78043170534591e-05
"2227","OK","Pittsburg County",2.08753400670139e-05
"2228","OK","Pontotoc County",2.01736015063863e-05
"2229","OK","Pottawatomie County",2.07985992496679e-05
"2230","OK","Pushmataha County",2.57618512368476e-05
"2231","OK","Roger Mills County",1.49944290824996e-05
"2232","OK","Rogers County",1.5473835543992e-05
"2233","OK","Seminole County",2.30063623433988e-05
"2234","OK","Sequoyah County",2.47995900974373e-05
"2235","OK","Stephens County",1.83560382347689e-05
"2236","OK","Texas County",2.15041730707256e-05
"2237","OK","Tillman County",2.61640012600507e-05
"2238","OK","Tulsa County",1.44798082900283e-05
"2239","OK","Wagoner County",1.72765593355696e-05
"2240","OK","Washington County",1.57088525824713e-05
"2241","OK","Washita County",2.0814684470294e-05
"2242","OK","Woods County",1.28697312770188e-05
"2243","OK","Woodward County",1.71170550758768e-05
"2244","OR","Oregon",1.05966700916391e-05
"2245","OR","Baker County",2.20928293529086e-05
"2246","OR","Benton County",1.54330517777573e-05
"2247","OR","Clackamas County",1.24847373104577e-05
"2248","OR","Clatsop County",1.92971623505565e-05
"2249","OR","Columbia County",1.72921354782549e-05
"2250","OR","Coos County",2.20075060977459e-05
"2251","OR","Crook County",2.07936221917957e-05
"2252","OR","Curry County",2.1169496649756e-05
"2253","OR","Deschutes County",1.5118223995274e-05
"2254","OR","Douglas County",2.15573743824487e-05
"2255","OR","Gilliam County",1.97868368116003e-05
"2256","OR","Grant County",2.15394407783184e-05
"2257","OR","Harney County",2.4032629584648e-05
"2258","OR","Hood River County",1.67942275713091e-05
"2259","OR","Jackson County",1.84200781794186e-05
"2260","OR","Jefferson County",2.41373741118832e-05
"2261","OR","Josephine County",2.17891770278245e-05
"2262","OR","Klamath County",2.21246709391514e-05
"2263","OR","Lake County",2.200399844393e-05
"2264","OR","Lane County",1.74052293844928e-05
"2265","OR","Lincoln County",2.06870090128201e-05
"2266","OR","Linn County",2.04972168806769e-05
"2267","OR","Malheur County",2.44392447167917e-05
"2268","OR","Marion County",1.86563277631763e-05
"2269","OR","Morrow County",1.98403994864799e-05
"2270","OR","Multnomah County",1.48716255487839e-05
"2271","OR","Polk County",1.77453149489628e-05
"2272","OR","Sherman County",1.76236223923702e-05
"2273","OR","Tillamook County",2.03582568161485e-05
"2274","OR","Umatilla County",2.12763115432357e-05
"2275","OR","Union County",1.98705715133558e-05
"2276","OR","Wallowa County",2.17720464255505e-05
"2277","OR","Wasco County",2.06780926352644e-05
"2278","OR","Washington County",1.28491275476564e-05
"2279","OR","Wheeler County",2.73233580897328e-05
"2280","OR","Yamhill County",1.71855865787649e-05
"2281","PA","Pennsylvania",1.53474554320389e-05
"2282","PA","Adams County",1.73589615251682e-05
"2283","PA","Allegheny County",1.41140391551803e-05
"2284","PA","Armstrong County",2.11469600122523e-05
"2285","PA","Beaver County",1.90541056946686e-05
"2286","PA","Bedford County",2.22864260493461e-05
"2287","PA","Berks County",1.72390421229029e-05
"2288","PA","Blair County",1.7511261389937e-05
"2289","PA","Bradford County",1.97645532647017e-05
"2290","PA","Bucks County",1.11368021371407e-05
"2291","PA","Butler County",1.42700303322845e-05
"2292","PA","Cambria County",2.1462261765802e-05
"2293","PA","Cameron County",2.46975045367834e-05
"2294","PA","Carbon County",2.06098916329053e-05
"2295","PA","Centre County",1.53383504253225e-05
"2296","PA","Chester County",8.96546195661363e-06
"2297","PA","Clarion County",2.19145815665161e-05
"2298","PA","Clearfield County",2.25654963160715e-05
"2299","PA","Clinton County",2.16629205159694e-05
"2300","PA","Columbia County",2.00958014458374e-05
"2301","PA","Crawford County",2.13403002798148e-05
"2302","PA","Cumberland County",1.32381516809288e-05
"2303","PA","Dauphin County",1.73785273224534e-05
"2304","PA","Delaware County",1.2170005491992e-05
"2305","PA","Elk County",2.08486091881395e-05
"2306","PA","Erie County",1.97631790821209e-05
"2307","PA","Fayette County",2.14933486949662e-05
"2308","PA","Forest County",1.77882119096898e-05
"2309","PA","Franklin County",1.9165823612207e-05
"2310","PA","Fulton County",2.17902542373278e-05
"2311","PA","Greene County",1.67633545159923e-05
"2312","PA","Huntingdon County",2.19670968454855e-05
"2313","PA","Indiana County",1.97319960880925e-05
"2314","PA","Jefferson County",2.25003842563113e-05
"2315","PA","Juniata County",2.10676809430038e-05
"2316","PA","Lackawanna County",1.94410997615774e-05
"2317","PA","Lancaster County",1.67944261675303e-05
"2318","PA","Lawrence County",2.0231286295548e-05
"2319","PA","Lebanon County",1.86972905795859e-05
"2320","PA","Lehigh County",1.67377859816619e-05
"2321","PA","Luzerne County",2.03782990730176e-05
"2322","PA","Lycoming County",2.02626586603767e-05
"2323","PA","McKean County",2.04741444452708e-05
"2324","PA","Mercer County",2.12350834320368e-05
"2325","PA","Mifflin County",2.30674494615614e-05
"2326","PA","Monroe County",1.87210056268592e-05
"2327","PA","Montgomery County",9.49003798042064e-06
"2328","PA","Montour County",1.46125641589541e-05
"2329","PA","Northampton County",1.5611600524781e-05
"2330","PA","Northumberland Count",2.13796725686468e-05
"2331","PA","Perry County",1.98112660717527e-05
"2332","PA","Philadelphia County",2.05750746006331e-05
"2333","PA","Pike County",1.75267957486855e-05
"2334","PA","Potter County",1.91393185753452e-05
"2335","PA","Schuylkill County",2.01362905653362e-05
"2336","PA","Snyder County",2.13800892123793e-05
"2337","PA","Somerset County",2.15589328614112e-05
"2338","PA","Sullivan County",2.05871774642877e-05
"2339","PA","Susquehanna County",1.91374018859579e-05
"2340","PA","Tioga County",2.0244665449686e-05
"2341","PA","Union County",1.66969395785992e-05
"2342","PA","Venango County",2.21793892292557e-05
"2343","PA","Warren County",2.14060062154551e-05
"2344","PA","Washington County",1.4211722575713e-05
"2345","PA","Wayne County",2.01971261497668e-05
"2346","PA","Westmoreland County",1.68068469054553e-05
"2347","PA","Wyoming County",1.9232119622348e-05
"2348","PA","York County",1.70421741597034e-05
"2349","RI","Rhode Island",1.56955574817426e-05
"2350","RI","Bristol County",8.59415127588527e-06
